,ref_no,project,family,genus,species,day,month,month_numeric,year,state,county,locality,resurvey_site,genusspeciesconcat,ioc.key,latitude,longitude
276,,active_resurvey,Fringillidae,Haemorhous,mexicanus,22,October,10,2022,Kansas,Trego,"Saline River, Schlegel Ranch","Kansas: Trego Co.; Schlegel Ranch, Saline River",Haemorhousmexicanus,Haemorhous:mexicanus,39.091654,-99.758244
277,,active_resurvey,Passerellidae,Melospiza,melodia,22,October,10,2022,Kansas,Trego,"Saline River, Schlegel Ranch","Kansas: Trego Co.; Schlegel Ranch, Saline River",Melospizamelodia,Melospiza:melodia,39.091654,-99.758244
278,,active_resurvey,Passerellidae,Zonotrichia,leucophrys,22,October,10,2022,Kansas,Trego,"Saline River, Schlegel Ranch","Kansas: Trego Co.; Schlegel Ranch, Saline River",Zonotrichialeucophrys,Zonotrichia:leucophrys,39.091654,-99.758244
279,,active_resurvey,Motacillidae,Anthus,rubescens,22,October,10,2022,Kansas,Trego,"Saline River, Schlegel Ranch","Kansas: Trego Co.; Schlegel Ranch, Saline River",Anthusrubescens,Anthus:rubescens,39.091654,-99.758244
280,,active_resurvey,Sittidae,Sitta,carolinensis,22,October,10,2022,Kansas,Trego,"Saline River, Schlegel Ranch","Kansas: Trego Co.; Schlegel Ranch, Saline River",Sittacarolinensis,Sitta:carolinensis,39.091654,-99.758244
281,,active_resurvey,Icteridae,Sturnella,neglecta,22,October,10,2022,Kansas,Trego,"Saline River, Schlegel Ranch","Kansas: Trego Co.; Schlegel Ranch, Saline River",Sturnellaneglecta,Sturnella:neglecta,39.091654,-99.758244
282,,active_resurvey,Troglodytidae,Cistothorus,palustris,22,October,10,2022,Kansas,Trego,"Saline River, Schlegel Ranch","Kansas: Trego Co.; Schlegel Ranch, Saline River",Cistothoruspalustris,Cistothorus:palustris,39.091654,-99.758244
283,,active_resurvey,Picidae,Dryobates,pubescens,22,October,10,2022,Kansas,Trego,"Saline River, Schlegel Ranch","Kansas: Trego Co.; Schlegel Ranch, Saline River",Dryobatespubescens,Dryobates:pubescens,39.091654,-99.758244
284,,active_resurvey,Picidae,Leuconotopicus,villosus,22,October,10,2022,Kansas,Trego,"Saline River, Schlegel Ranch","Kansas: Trego Co.; Schlegel Ranch, Saline River",Leuconotopicusvillosus,Leuconotopicus:villosus,39.091654,-99.758244
285,,active_resurvey,Picidae,Melanerpes,carolinus,22,October,10,2022,Kansas,Trego,"Saline River, Schlegel Ranch","Kansas: Trego Co.; Schlegel Ranch, Saline River",Melanerpescarolinus,Melanerpes:carolinus,39.091654,-99.758244
286,,active_resurvey,Picidae,Colaptes,auratus,22,October,10,2022,Kansas,Trego,"Saline River, Schlegel Ranch","Kansas: Trego Co.; Schlegel Ranch, Saline River",Colaptesauratus,Colaptes:auratus,39.091654,-99.758244
287,,active_resurvey,Strigidae,Megascops,asio,22,October,10,2022,Kansas,Trego,"Saline River, Schlegel Ranch","Kansas: Trego Co.; Schlegel Ranch, Saline River",Megascopsasio,Megascops:asio,39.091654,-99.758244
288,,active_resurvey,Strigidae,Megascops,asio,22,October,10,2022,Kansas,Trego,"Saline River, Schlegel Ranch","Kansas: Trego Co.; Schlegel Ranch, Saline River",Megascopsasio,Megascops:asio,39.091654,-99.758244
289,,active_resurvey,Odontophoridae,Colinus,virginianus,23,October,10,2022,Kansas,Trego,"Saline River, Schlegel Ranch","Kansas: Trego Co.; Schlegel Ranch, Saline River",Colinusvirginianus,Colinus:virginianus,39.091654,-99.758244
290,,active_resurvey,Alaudidae,Eremophila,alpestris,23,October,10,2022,Kansas,Trego,"Saline River, Schlegel Ranch","Kansas: Trego Co.; Schlegel Ranch, Saline River",Eremophilaalpestris,Eremophila:alpestris,39.091654,-99.758244
291,,active_resurvey,Picidae,Melanerpes,carolinus,23,October,10,2022,Kansas,Trego,"Saline River, Schlegel Ranch","Kansas: Trego Co.; Schlegel Ranch, Saline River",Melanerpescarolinus,Melanerpes:carolinus,39.091654,-99.758244
292,,active_resurvey,Odontophoridae,Colinus,virginianus,23,October,10,2022,Kansas,Trego,"Saline River, Schlegel Ranch","Kansas: Trego Co.; Schlegel Ranch, Saline River",Colinusvirginianus,Colinus:virginianus,39.091654,-99.758244
293,,active_resurvey,Parulidae,Setophaga,coronata,23,October,10,2022,Kansas,Trego,"Saline River, Schlegel Ranch","Kansas: Trego Co.; Schlegel Ranch, Saline River",Setophagacoronata,Setophaga:coronata,39.091654,-99.758244
294,,active_resurvey,Regulidae,Regulus,satrapa,23,October,10,2022,Kansas,Trego,"Saline River, Schlegel Ranch","Kansas: Trego Co.; Schlegel Ranch, Saline River",Regulussatrapa,Regulus:satrapa,39.091654,-99.758244
295,,active_resurvey,Passerellidae,Junco,hyemalis,24,October,10,2022,Kansas,Trego,"Saline River, Schlegel Ranch","Kansas: Trego Co.; Schlegel Ranch, Saline River",Juncohyemalis,Junco:hyemalis,39.091654,-99.758244
296,,active_resurvey,Passerellidae,Junco,hyemalis,24,October,10,2022,Kansas,Trego,"Saline River, Schlegel Ranch","Kansas: Trego Co.; Schlegel Ranch, Saline River",Juncohyemalis,Junco:hyemalis,39.091654,-99.758244
297,,active_resurvey,Troglodytidae,Troglodytes,hiemalis,24,October,10,2022,Kansas,Trego,"Saline River, Schlegel Ranch","Kansas: Trego Co.; Schlegel Ranch, Saline River",Troglodyteshiemalis,Troglodytes:hiemalis,39.091654,-99.758244
298,,active_resurvey,Passerellidae,Junco,hyemalis,24,October,10,2022,Kansas,Trego,"Saline River, Schlegel Ranch","Kansas: Trego Co.; Schlegel Ranch, Saline River",Juncohyemalis,Junco:hyemalis,39.091654,-99.758244
299,,active_resurvey,Passerellidae,Junco,hyemalis,24,October,10,2022,Kansas,Trego,"Saline River, Schlegel Ranch","Kansas: Trego Co.; Schlegel Ranch, Saline River",Juncohyemalis,Junco:hyemalis,39.091654,-99.758244
300,,active_resurvey,Passerellidae,Spizelloides,arborea,24,October,10,2022,Kansas,Trego,"Saline River, Schlegel Ranch","Kansas: Trego Co.; Schlegel Ranch, Saline River",Spizelloidesarborea,Spizelloides:arborea,39.091654,-99.758244
301,,active_resurvey,Passerellidae,Spizelloides,arborea,24,October,10,2022,Kansas,Trego,"Saline River, Schlegel Ranch","Kansas: Trego Co.; Schlegel Ranch, Saline River",Spizelloidesarborea,Spizelloides:arborea,39.091654,-99.758244
302,,active_resurvey,Sittidae,Sitta,carolinensis,24,October,10,2022,Kansas,Trego,"Saline River, Schlegel Ranch","Kansas: Trego Co.; Schlegel Ranch, Saline River",Sittacarolinensis,Sitta:carolinensis,39.091654,-99.758244
303,,active_resurvey,Mimidae,Dumetella,carolinensis,24,October,10,2022,Kansas,Trego,"Saline River, Schlegel Ranch","Kansas: Trego Co.; Schlegel Ranch, Saline River",Dumetellacarolinensis,Dumetella:carolinensis,39.091654,-99.758244
40,KT_39084,active_resurvey,Passerellidae,Junco,hyemalis,24,October,10,2022,Kansas,Trego,"Saline River, Schlegel Ranch","Kansas: Trego Co.; Schlegel Ranch, Saline River",Juncohyemalis,Junco:hyemalis,39.091654,-99.758244
901,KT_39945,active_resurvey,Passerellidae,Junco,hyemalis,22,October,10,2022,Kansas,Trego,"Saline River, Schlegel Ranch","Kansas: Trego Co.; Schlegel Ranch, Saline River",Juncohyemalis,Junco:hyemalis,39.091654,-99.758244
294,KT_39338,active_resurvey,Sittidae,Sitta,carolinensis,22,October,10,2022,Kansas,Trego,Schlegal Ranch,"Kansas: Trego Co.; Schlegel Ranch, Saline River",Sittacarolinensis,Sitta:carolinensis,39.091654,-99.758244
234,,active_resurvey,Parulidae,Setophaga,ruticilla,15,July,7,2022,Kansas,Doniphan,Kearney property,Kansas: Doniphan Co.; Kearney property,Setophagaruticilla,Setophaga:ruticilla,39.59379457,-95.08050581
235,,active_resurvey,Polioptilidae,Polioptila,caerulea,15,July,7,2022,Kansas,Doniphan,Kearney property,Kansas: Doniphan Co.; Kearney property,Polioptilacaerulea,Polioptila:caerulea,39.59379457,-95.08050581
236,,active_resurvey,Troglodytidae,Thryothorus,ludovicianus,15,July,7,2022,Kansas,Doniphan,Kearney property,Kansas: Doniphan Co.; Kearney property,Thryothorusludovicianus,Thryothorus:ludovicianus,39.59379457,-95.08050581
237,,active_resurvey,Vireonidae,Vireo,flavifrons,15,July,7,2022,Kansas,Doniphan,Kearney property,Kansas: Doniphan Co.; Kearney property,Vireoflavifrons,Vireo:flavifrons,39.59379457,-95.08050581
238,,active_resurvey,Vireonidae,Vireo,olivaceus,15,July,7,2022,Kansas,Doniphan,Kearney property,Kansas: Doniphan Co.; Kearney property,Vireoolivaceus,Vireo:olivaceus,39.59379457,-95.08050581
239,,active_resurvey,Vireonidae,Vireo,gilvus,15,July,7,2022,Kansas,Doniphan,Kearney property,Kansas: Doniphan Co.; Kearney property,Vireogilvus,Vireo:gilvus,39.59379457,-95.08050581
240,,active_resurvey,Tyrannidae,Empidonax,virescens,15,July,7,2022,Kansas,Doniphan,Kearney property,Kansas: Doniphan Co.; Kearney property,Empidonaxvirescens,Empidonax:virescens,39.59379457,-95.08050581
241,,active_resurvey,Tyrannidae,Empidonax,virescens,15,July,7,2022,Kansas,Doniphan,Kearney property,Kansas: Doniphan Co.; Kearney property,Empidonaxvirescens,Empidonax:virescens,39.59379457,-95.08050581
242,,active_resurvey,Tyrannidae,Empidonax,virescens,15,July,7,2022,Kansas,Doniphan,Kearney property,Kansas: Doniphan Co.; Kearney property,Empidonaxvirescens,Empidonax:virescens,39.59379457,-95.08050581
243,,active_resurvey,Tyrannidae,Contopus,virens,15,July,7,2022,Kansas,Doniphan,Kearney property,Kansas: Doniphan Co.; Kearney property,Contopusvirens,Contopus:virens,39.59379457,-95.08050581
244,,active_resurvey,Tyrannidae,Contopus,virens,15,July,7,2022,Kansas,Doniphan,Kearney property,Kansas: Doniphan Co.; Kearney property,Contopusvirens,Contopus:virens,39.59379457,-95.08050581
245,,active_resurvey,Tyrannidae,Contopus,virens,15,July,7,2022,Kansas,Doniphan,Kearney property,Kansas: Doniphan Co.; Kearney property,Contopusvirens,Contopus:virens,39.59379457,-95.08050581
246,,active_resurvey,Picidae,Dryobates,pubescens,15,July,7,2022,Kansas,Doniphan,Kearney property,Kansas: Doniphan Co.; Kearney property,Dryobatespubescens,Dryobates:pubescens,39.59379457,-95.08050581
247,,active_resurvey,Cardinalidae,Piranga,olivacea,15,July,7,2022,Kansas,Doniphan,Kearney property,Kansas: Doniphan Co.; Kearney property,Pirangaolivacea,Piranga:olivacea,39.59379457,-95.08050581
248,,active_resurvey,Cardinalidae,Cardinalis,cardinalis,15,July,7,2022,Kansas,Doniphan,Kearney property,Kansas: Doniphan Co.; Kearney property,Cardinaliscardinalis,Cardinalis:cardinalis,39.59379457,-95.08050581
249,,active_resurvey,Parulidae,Geothlypis,formosa,16,July,7,2022,Kansas,Doniphan,Kearney property,Kansas: Doniphan Co.; Kearney property,Geothlypisformosa,Geothlypis:formosa,39.59379457,-95.08050581
250,,active_resurvey,Parulidae,Geothlypis,formosa,16,July,7,2022,Kansas,Doniphan,Kearney property,Kansas: Doniphan Co.; Kearney property,Geothlypisformosa,Geothlypis:formosa,39.59379457,-95.08050581
251,,active_resurvey,Passerellidae,Spizella,pusilla,16,July,7,2022,Kansas,Doniphan,Kearney property,Kansas: Doniphan Co.; Kearney property,Spizellapusilla,Spizella:pusilla,39.59379457,-95.08050581
252,,active_resurvey,Parulidae,Setophaga,americana,16,July,7,2022,Kansas,Doniphan,Kearney property,Kansas: Doniphan Co.; Kearney property,Setophagaamericana,Setophaga:americana,39.59379457,-95.08050581
253,,active_resurvey,Parulidae,Setophaga,americana,16,July,7,2022,Kansas,Doniphan,Kearney property,Kansas: Doniphan Co.; Kearney property,Setophagaamericana,Setophaga:americana,39.59379457,-95.08050581
254,,active_resurvey,Fringillidae,Spinus,tristis,16,July,7,2022,Kansas,Doniphan,Kearney property,Kansas: Doniphan Co.; Kearney property,Spinustristis,Spinus:tristis,39.59379457,-95.08050581
255,,active_resurvey,Cardinalidae,Passerina,cyanea,16,July,7,2022,Kansas,Doniphan,Kearney property,Kansas: Doniphan Co.; Kearney property,Passerinacyanea,Passerina:cyanea,39.59379457,-95.08050581
256,,active_resurvey,Cuculidae,Coccyzus,americanus,16,July,7,2022,Kansas,Doniphan,Kearney property,Kansas: Doniphan Co.; Kearney property,Coccyzusamericanus,Coccyzus:americanus,39.59379457,-95.08050581
257,,active_resurvey,Vireonidae,Vireo,flavifrons,16,July,7,2022,Kansas,Doniphan,Kearney property,Kansas: Doniphan Co.; Kearney property,Vireoflavifrons,Vireo:flavifrons,39.59379457,-95.08050581
258,,active_resurvey,Vireonidae,Vireo,olivaceus,16,July,7,2022,Kansas,Doniphan,Kearney property,Kansas: Doniphan Co.; Kearney property,Vireoolivaceus,Vireo:olivaceus,39.59379457,-95.08050581
259,,active_resurvey,Paridae,Baeolophus,bicolor,16,July,7,2022,Kansas,Doniphan,Kearney property,Kansas: Doniphan Co.; Kearney property,Baeolophusbicolor,Baeolophus:bicolor,39.59379457,-95.08050581
260,,active_resurvey,Paridae,Baeolophus,bicolor,16,July,7,2022,Kansas,Doniphan,Kearney property,Kansas: Doniphan Co.; Kearney property,Baeolophusbicolor,Baeolophus:bicolor,39.59379457,-95.08050581
261,,active_resurvey,Paridae,Poecile,atricapillus,16,July,7,2022,Kansas,Doniphan,Kearney property,Kansas: Doniphan Co.; Kearney property,Poecileatricapillus,Poecile:atricapillus,39.59379457,-95.08050581
262,,active_resurvey,Icteridae,Icterus,galbula,16,July,7,2022,Kansas,Doniphan,Kearney property,Kansas: Doniphan Co.; Kearney property,Icterusgalbula,Icterus:galbula,39.59379457,-95.08050581
263,,active_resurvey,Picidae,Dryobates,pubescens,16,July,7,2022,Kansas,Doniphan,Kearney property,Kansas: Doniphan Co.; Kearney property,Dryobatespubescens,Dryobates:pubescens,39.59379457,-95.08050581
264,,active_resurvey,Sittidae,Sitta,carolinensis,16,July,7,2022,Kansas,Doniphan,Kearney property,Kansas: Doniphan Co.; Kearney property,Sittacarolinensis,Sitta:carolinensis,39.59379457,-95.08050581
265,,active_resurvey,Cardinalidae,Piranga,rubra,16,July,7,2022,Kansas,Doniphan,Kearney property,Kansas: Doniphan Co.; Kearney property,Pirangarubra,Piranga:rubra,39.59379457,-95.08050581
576,,active_resurvey,Regulidae,Regulus,satrapa,3,March,3,2024,Kansas,Doniphan,Kearney property,Kansas: Doniphan Co.; Kearney property,Regulussatrapa,Regulus:satrapa,39.59379457,-95.08050581
577,,active_resurvey,Picidae,Sphyrapicus,varius,3,March,3,2024,Kansas,Doniphan,Kearney property,Kansas: Doniphan Co.; Kearney property,Sphyrapicusvarius,Sphyrapicus:varius,39.59379457,-95.08050581
578,,active_resurvey,Parulidae,Setophaga,coronata,3,March,3,2024,Kansas,Doniphan,Kearney property,Kansas: Doniphan Co.; Kearney property,Setophagacoronata,Setophaga:coronata,39.59379457,-95.08050581
579,,active_resurvey,Picidae,Leuconotopicus,villosus,3,March,3,2024,Kansas,Doniphan,Kearney property,Kansas: Doniphan Co.; Kearney property,Leuconotopicusvillosus,Leuconotopicus:villosus,39.59379457,-95.08050581
580,,active_resurvey,Corvidae,Cyanocitta,cristata,3,March,3,2024,Kansas,Doniphan,Kearney property,Kansas: Doniphan Co.; Kearney property,Cyanocittacristata,Cyanocitta:cristata,39.59379457,-95.08050581
581,,active_resurvey,Sittidae,Sitta,carolinensis,3,March,3,2024,Kansas,Doniphan,Kearney property,Kansas: Doniphan Co.; Kearney property,Sittacarolinensis,Sitta:carolinensis,39.59379457,-95.08050581
582,,active_resurvey,Sittidae,Sitta,carolinensis,3,March,3,2024,Kansas,Doniphan,Kearney property,Kansas: Doniphan Co.; Kearney property,Sittacarolinensis,Sitta:carolinensis,39.59379457,-95.08050581
583,,active_resurvey,Picidae,Melanerpes,carolinus,3,March,3,2024,Kansas,Doniphan,Kearney property,Kansas: Doniphan Co.; Kearney property,Melanerpescarolinus,Melanerpes:carolinus,39.59379457,-95.08050581
73,OT_2024_073,active_resurvey,Icteridae,Agelaius,phoeniceus,3,March,3,2024,Kansas,Doniphan,Kearney Property,Kansas: Doniphan Co.; Kearney property,Agelaiusphoeniceus,Agelaius:phoeniceus,39.59379457,-95.08050581
75,OT_2024_075,active_resurvey,Icteridae,Agelaius,phoeniceus,3,March,3,2024,Kansas,Doniphan,Kearney Property,Kansas: Doniphan Co.; Kearney property,Agelaiusphoeniceus,Agelaius:phoeniceus,39.59379457,-95.08050581
212,KT_39256,active_resurvey,Picidae,Melanerpes,carolinus,3,March,3,2024,Kansas,Doniphan,Kearney property,Kansas: Doniphan Co.; Kearney property,Melanerpescarolinus,Melanerpes:carolinus,39.59379457,-95.08050581
213,KT_39257,active_resurvey,Parulidae,Setophaga,coronata,3,March,3,2024,Kansas,Doniphan,Kearney property,Kansas: Doniphan Co.; Kearney property,Setophagacoronata,Setophaga:coronata,39.59379457,-95.08050581
214,KT_39258,active_resurvey,Sittidae,Sitta,carolinensis,3,March,3,2024,Kansas,Doniphan,Kearney property,Kansas: Doniphan Co.; Kearney property,Sittacarolinensis,Sitta:carolinensis,39.59379457,-95.08050581
215,KT_39259,active_resurvey,Sittidae,Sitta,carolinensis,3,March,3,2024,Kansas,Doniphan,Kearney property,Kansas: Doniphan Co.; Kearney property,Sittacarolinensis,Sitta:carolinensis,39.59379457,-95.08050581
216,KT_39260,active_resurvey,Corvidae,Cyanocitta,cristata,3,March,3,2024,Kansas,Doniphan,Kearney property,Kansas: Doniphan Co.; Kearney property,Cyanocittacristata,Cyanocitta:cristata,39.59379457,-95.08050581
217,KT_39261,active_resurvey,Picidae,Sphyrapicus,varius,3,March,3,2024,Kansas,Doniphan,Kearney property,Kansas: Doniphan Co.; Kearney property,Sphyrapicusvarius,Sphyrapicus:varius,39.59379457,-95.08050581
218,KT_39262,active_resurvey,Regulidae,Regulus,satrapa,3,March,3,2024,Kansas,Doniphan,Kearney property,Kansas: Doniphan Co.; Kearney property,Regulussatrapa,Regulus:satrapa,39.59379457,-95.08050581
219,KT_39263,active_resurvey,Picidae,Leuconotopicus,villosus,3,March,3,2024,Kansas,Doniphan,Kearney property,Kansas: Doniphan Co.; Kearney property,Leuconotopicusvillosus,Leuconotopicus:villosus,39.59379457,-95.08050581
288,KT_39332,active_resurvey,Icteridae,Agelaius,phoeniceus,3,March,3,2024,Kansas,Doniphan,Kearney Property,Kansas: Doniphan Co.; Kearney property,Agelaiusphoeniceus,Agelaius:phoeniceus,39.59379457,-95.08050581
362,KT_39406,active_resurvey,Icteridae,Agelaius,phoeniceus,3,March,3,2024,Kansas,Doniphan,Kearney Property,Kansas: Doniphan Co.; Kearney property,Agelaiusphoeniceus,Agelaius:phoeniceus,39.59379457,-95.08050581
364,KT_39408,active_resurvey,Tyrannidae,Sayornis,phoebe,29,March,3,2024,Kansas,Doniphan,Kearney property,Kansas: Doniphan Co.; Kearney property,Sayornisphoebe,Sayornis:phoebe,39.59379457,-95.08050581
365,KT_39409,active_resurvey,Tyrannidae,Sayornis,phoebe,29,March,3,2024,Kansas,Doniphan,Kearney property,Kansas: Doniphan Co.; Kearney property,Sayornisphoebe,Sayornis:phoebe,39.59379457,-95.08050581
366,KT_39410,active_resurvey,Cardinalidae,Cardinalis,cardinalis,29,March,3,2024,Kansas,Doniphan,Kearney property,Kansas: Doniphan Co.; Kearney property,Cardinaliscardinalis,Cardinalis:cardinalis,39.59379457,-95.08050581
367,KT_39411,active_resurvey,Picidae,Melanerpes,carolinus,29,March,3,2024,Kansas,Doniphan,Kearney property,Kansas: Doniphan Co.; Kearney property,Melanerpescarolinus,Melanerpes:carolinus,39.59379457,-95.08050581
368,KT_39412,active_resurvey,Troglodytidae,Thryothorus,ludovicianus,29,March,3,2024,Kansas,Doniphan,Kearney property,Kansas: Doniphan Co.; Kearney property,Thryothorusludovicianus,Thryothorus:ludovicianus,39.59379457,-95.08050581
369,KT_39413,active_resurvey,Turdidae,Catharus,guttatus,29,March,3,2024,Kansas,Doniphan,Kearney property,Kansas: Doniphan Co.; Kearney property,Catharusguttatus,Catharus:guttatus,39.59379457,-95.08050581
370,KT_39414,active_resurvey,Fringillidae,Spinus,tristis,29,March,3,2024,Kansas,Doniphan,Kearney property,Kansas: Doniphan Co.; Kearney property,Spinustristis,Spinus:tristis,39.59379457,-95.08050581
371,KT_39415,active_resurvey,Turdidae,Turdus,migratorius,29,March,3,2024,Kansas,Doniphan,Kearney property,Kansas: Doniphan Co.; Kearney property,Turdusmigratorius,Turdus:migratorius,39.59379457,-95.08050581
372,KT_39416,active_resurvey,Picidae,Dryocopus,pileatus,30,March,3,2024,Kansas,Doniphan,Kearney property,Kansas: Doniphan Co.; Kearney property,Dryocopuspileatus,Dryocopus:pileatus,39.59379457,-95.08050581
373,KT_39417,active_resurvey,Picidae,Leuconotopicus,villosus,30,March,3,2024,Kansas,Doniphan,Kearney property,Kansas: Doniphan Co.; Kearney property,Leuconotopicusvillosus,Leuconotopicus:villosus,39.59379457,-95.08050581
374,KT_39418,active_resurvey,Picidae,Dryocopus,pileatus,30,March,3,2024,Kansas,Doniphan,Kearney property,Kansas: Doniphan Co.; Kearney property,Dryocopuspileatus,Dryocopus:pileatus,39.59379457,-95.08050581
375,KT_39419,active_resurvey,Picidae,Leuconotopicus,villosus,30,March,3,2024,Kansas,Doniphan,Kearney property,Kansas: Doniphan Co.; Kearney property,Leuconotopicusvillosus,Leuconotopicus:villosus,39.59379457,-95.08050581
376,KT_39420,active_resurvey,Cardinalidae,Cardinalis,cardinalis,30,March,3,2024,Kansas,Doniphan,Kearney property,Kansas: Doniphan Co.; Kearney property,Cardinaliscardinalis,Cardinalis:cardinalis,39.59379457,-95.08050581
377,KT_39421,active_resurvey,Troglodytidae,Thryothorus,ludovicianus,30,March,3,2024,Kansas,Doniphan,Kearney property,Kansas: Doniphan Co.; Kearney property,Thryothorusludovicianus,Thryothorus:ludovicianus,39.59379457,-95.08050581
378,KT_39422,active_resurvey,Turdidae,Sialia,sialis,30,March,3,2024,Kansas,Doniphan,Kearney property,Kansas: Doniphan Co.; Kearney property,Sialiasialis,Sialia:sialis,39.59379457,-95.08050581
418,KT_39462,active_resurvey,Icteridae,Agelaius,phoeniceus,3,March,3,2024,Kansas,Doniphan,Kearney Property,Kansas: Doniphan Co.; Kearney property,Agelaiusphoeniceus,Agelaius:phoeniceus,39.59379457,-95.08050581
420,KT_39464,active_resurvey,Tyrannidae,Sayornis,phoebe,29,March,3,2024,Kansas,Doniphan,Kearney property,Kansas: Doniphan Co.; Kearney property,Sayornisphoebe,Sayornis:phoebe,39.59379457,-95.08050581
423,KT_39467,active_resurvey,Tyrannidae,Sayornis,phoebe,29,March,3,2024,Kansas,Doniphan,Kearney property,Kansas: Doniphan Co.; Kearney property,Sayornisphoebe,Sayornis:phoebe,39.59379457,-95.08050581
424,KT_39468,active_resurvey,Picidae,Melanerpes,carolinus,29,March,3,2024,Kansas,Doniphan,Kearney property,Kansas: Doniphan Co.; Kearney property,Melanerpescarolinus,Melanerpes:carolinus,39.59379457,-95.08050581
425,KT_39469,active_resurvey,Fringillidae,Spinus,tristis,29,March,3,2024,Kansas,Doniphan,Kearney property,Kansas: Doniphan Co.; Kearney property,Spinustristis,Spinus:tristis,39.59379457,-95.08050581
426,KT_39470,active_resurvey,Icteridae,Molothrus,ater,30,March,3,2024,Kansas,Doniphan,Kearney property,Kansas: Doniphan Co.; Kearney property,Molothrusater,Molothrus:ater,39.59379457,-95.08050581
602,KT_39646,active_resurvey,Cardinalidae,Piranga,rubra,29,June,6,2024,Kansas,Doniphan,Kearney Property,Kansas: Doniphan Co.; Kearney property,Pirangarubra,Piranga:rubra,39.59379457,-95.08050581
603,KT_39647,active_resurvey,Parulidae,Setophaga,americana,30,June,6,2024,Kansas,Doniphan,Kearney Property,Kansas: Doniphan Co.; Kearney property,Setophagaamericana,Setophaga:americana,39.59379457,-95.08050581
604,KT_39648,active_resurvey,Cuculidae,Coccyzus,americanus,30,June,6,2024,Kansas,Doniphan,Kearney Property,Kansas: Doniphan Co.; Kearney property,Coccyzusamericanus,Coccyzus:americanus,39.59379457,-95.08050581
757,KT_39801,active_resurvey,Cardinalidae,Piranga,rubra,31,July,7,2024,Kansas,Doniphan,Kearney Property,Kansas: Doniphan Co.; Kearney property,Pirangarubra,Piranga:rubra,39.59379457,-95.08050581
758,KT_39802,active_resurvey,Cardinalidae,Cardinalis,cardinalis,31,July,7,2024,Kansas,Doniphan,Kearney Property,Kansas: Doniphan Co.; Kearney property,Cardinaliscardinalis,Cardinalis:cardinalis,39.59379457,-95.08050581
759,KT_39803,active_resurvey,Cardinalidae,Cardinalis,cardinalis,31,July,7,2024,Kansas,Doniphan,Kearney Property,Kansas: Doniphan Co.; Kearney property,Cardinaliscardinalis,Cardinalis:cardinalis,39.59379457,-95.08050581
308,OT_2024_308,active_resurvey,Passeridae,Passer,domesticus,15,October,10,2024,Kansas,Rawlins,Atwood,Kansas: Rawlins Co.; Holle Ranch,Passerdomesticus,Passer:domesticus,39.862451,-100.926482
911,KT_39955,active_resurvey,Alaudidae,Eremophila,alpestris,13,October,10,2024,Kansas,Rawlins,Holle Ranch,Kansas: Rawlins Co.; Holle Ranch,Eremophilaalpestris,Eremophila:alpestris,39.862451,-100.926482
912,KT_39956,active_resurvey,Picidae,Dryobates,pubescens,13,October,10,2024,Kansas,Rawlins,Holle Ranch,Kansas: Rawlins Co.; Holle Ranch,Dryobatespubescens,Dryobates:pubescens,39.862451,-100.926482
913,KT_39957,active_resurvey,Sittidae,Sitta,carolinensis,13,October,10,2024,Kansas,Rawlins,Holle Ranch,Kansas: Rawlins Co.; Holle Ranch,Sittacarolinensis,Sitta:carolinensis,39.862451,-100.926482
914,KT_39958,active_resurvey,Parulidae,Setophaga,palmarum,13,October,10,2024,Kansas,Rawlins,Holle Ranch,Kansas: Rawlins Co.; Holle Ranch,Setophagapalmarum,Setophaga:palmarum,39.862451,-100.926482
915,KT_39959,active_resurvey,Passerellidae,Zonotrichia,albicollis,13,October,10,2024,Kansas,Rawlins,Holle Ranch,Kansas: Rawlins Co.; Holle Ranch,Zonotrichiaalbicollis,Zonotrichia:albicollis,39.862451,-100.926482
916,KT_39960,active_resurvey,Picidae,Dryobates,villosus,13,October,10,2024,Kansas,Rawlins,Holle Ranch,Kansas: Rawlins Co.; Holle Ranch,Dryobatesvillosus,Dryobates:villosus,39.862451,-100.926482
917,KT_39961,active_resurvey,Picidae,Melanerpes,carolinus,14,October,10,2024,Kansas,Rawlins,Holle Ranch,Kansas: Rawlins Co.; Holle Ranch,Melanerpescarolinus,Melanerpes:carolinus,39.862451,-100.926482
918,KT_39962,active_resurvey,Passerellidae,Junco,hyemalis,14,October,10,2024,Kansas,Rawlins,Holle Ranch,Kansas: Rawlins Co.; Holle Ranch,Juncohyemalis,Junco:hyemalis,39.862451,-100.926482
919,KT_39963,active_resurvey,Fringillidae,Haemorhous,mexicanus,14,October,10,2024,Kansas,Rawlins,Holle Ranch,Kansas: Rawlins Co.; Holle Ranch,Haemorhousmexicanus,Haemorhous:mexicanus,39.862451,-100.926482
920,KT_39964,active_resurvey,Turdidae,Turdus,migratorius,14,October,10,2024,Kansas,Rawlins,Holle Ranch,Kansas: Rawlins Co.; Holle Ranch,Turdusmigratorius,Turdus:migratorius,39.862451,-100.926482
921,KT_39965,active_resurvey,Passerellidae,Junco,hyemalis,14,October,10,2024,Kansas,Rawlins,Holle Ranch,Kansas: Rawlins Co.; Holle Ranch,Juncohyemalis,Junco:hyemalis,39.862451,-100.926482
