,ref_no,project,family,genus,species,day,month,month_numeric,year,state,county,locality,resurvey_site,genusspeciesconcat,ioc.key,latitude,longitude
332,,active_resurvey,Icteridae,Agelaius,phoeniceus,14,April,4,2023,Kansas,Clark,Cimarron River,Kansas: Clark Co.; Cimarron River,Agelaiusphoeniceus,Agelaius:phoeniceus,37.038481,-99.776317
333,,active_resurvey,Icteridae,Agelaius,phoeniceus,14,April,4,2023,Kansas,Clark,Cimarron River,Kansas: Clark Co.; Cimarron River,Agelaiusphoeniceus,Agelaius:phoeniceus,37.038481,-99.776317
334,,active_resurvey,Passerellidae,Ammodramus,savannarum,14,April,4,2023,Kansas,Clark,Cimarron River,Kansas: Clark Co.; Cimarron River,Ammodramussavannarum,Ammodramus:savannarum,37.038481,-99.776317
335,,active_resurvey,Passerellidae,Ammodramus,savannarum,14,April,4,2023,Kansas,Clark,Cimarron River,Kansas: Clark Co.; Cimarron River,Ammodramussavannarum,Ammodramus:savannarum,37.038481,-99.776317
336,,active_resurvey,Motacillidae,Anthus,spragueii,14,April,4,2023,Kansas,Clark,Cimarron River,Kansas: Clark Co.; Cimarron River,Anthusspragueii,Anthus:spragueii,37.038481,-99.776317
337,,active_resurvey,Charadriidae,Charadrius,vociferus,14,April,4,2023,Kansas,Clark,Cimarron River,Kansas: Clark Co.; Cimarron River,Charadriusvociferus,Charadrius:vociferus,37.038481,-99.776317
338,,active_resurvey,Alaudidae,Eremophila,alpestris,14,April,4,2023,Kansas,Clark,Cimarron River,Kansas: Clark Co.; Cimarron River,Eremophilaalpestris,Eremophila:alpestris,37.038481,-99.776317
339,,active_resurvey,Icteridae,Euphagus,cyanocephalus,14,April,4,2023,Kansas,Clark,Cimarron River,Kansas: Clark Co.; Cimarron River,Euphaguscyanocephalus,Euphagus:cyanocephalus,37.038481,-99.776317
340,,active_resurvey,Icteridae,Molothrus,ater,14,April,4,2023,Kansas,Clark,Cimarron River,Kansas: Clark Co.; Cimarron River,Molothrusater,Molothrus:ater,37.038481,-99.776317
341,,active_resurvey,Anatidae,Spatula,discors,14,April,4,2023,Kansas,Clark,Cimarron River,Kansas: Clark Co.; Cimarron River,Spatuladiscors,Spatula:discors,37.038481,-99.776317
342,,active_resurvey,Anatidae,Spatula,discors,14,April,4,2023,Kansas,Clark,Cimarron River,Kansas: Clark Co.; Cimarron River,Spatuladiscors,Spatula:discors,37.038481,-99.776317
343,,active_resurvey,Passerellidae,Spizella,pusilla,14,April,4,2023,Kansas,Clark,Cimarron River,Kansas: Clark Co.; Cimarron River,Spizellapusilla,Spizella:pusilla,37.038481,-99.776317
344,,active_resurvey,Icteridae,Sturnella,magna,14,April,4,2023,Kansas,Clark,Cimarron River,Kansas: Clark Co.; Cimarron River,Sturnellamagna,Sturnella:magna,37.038481,-99.776317
345,,active_resurvey,Scolopacidae,Tringa,flavipes,14,April,4,2023,Kansas,Clark,Cimarron River,Kansas: Clark Co.; Cimarron River,Tringaflavipes,Tringa:flavipes,37.038481,-99.776317
346,,active_resurvey,Scolopacidae,Tringa,melanoleuca,14,April,4,2023,Kansas,Clark,Cimarron River,Kansas: Clark Co.; Cimarron River,Tringamelanoleuca,Tringa:melanoleuca,37.038481,-99.776317
348,,active_resurvey,Alaudidae,Eremophila,alpestris,15,April,4,2023,Kansas,Clark,Cimarron River,Kansas: Clark Co.; Cimarron River,Eremophilaalpestris,Eremophila:alpestris,37.038481,-99.776317
349,,active_resurvey,Laniidae,Lanius,ludovicianus,15,April,4,2023,Kansas,Clark,Cimarron River,Kansas: Clark Co.; Cimarron River,Laniusludovicianus,Lanius:ludovicianus,37.038481,-99.776317
350,,active_resurvey,Passerellidae,Peucaea,cassinii,15,April,4,2023,Kansas,Clark,Cimarron River,Kansas: Clark Co.; Cimarron River,Peucaeacassinii,Peucaea:cassinii,37.038481,-99.776317
351,,active_resurvey,Passerellidae,Peucaea,cassinii,15,April,4,2023,Kansas,Clark,Cimarron River,Kansas: Clark Co.; Cimarron River,Peucaeacassinii,Peucaea:cassinii,37.038481,-99.776317
352,,active_resurvey,Passerellidae,Zonotrichia,leucophrys,15,April,4,2023,Kansas,Clark,Cimarron River,Kansas: Clark Co.; Cimarron River,Zonotrichialeucophrys,Zonotrichia:leucophrys,37.038481,-99.776317
474,,active_resurvey,Odontophoridae,Colinus,virginianus,20,June,6,2023,Kansas,Clark,Cimarron River,Kansas: Clark Co.; Cimarron River,Colinusvirginianus,Colinus:virginianus,37.038481,-99.776317
475,,active_resurvey,Tyrannidae,Tyrannus,forficatus,20,June,6,2023,Kansas,Clark,Cimarron River,Kansas: Clark Co.; Cimarron River,Tyrannusforficatus,Tyrannus:forficatus,37.038481,-99.776317
476,,active_resurvey,Cardinalidae,Spiza,americana,20,June,6,2023,Kansas,Clark,Cimarron River,Kansas: Clark Co.; Cimarron River,Spizaamericana,Spiza:americana,37.038481,-99.776317
477,,active_resurvey,Caprimulgidae,Chordeiles,minor,20,June,6,2023,Kansas,Clark,Cimarron River,Kansas: Clark Co.; Cimarron River,Chordeilesminor,Chordeiles:minor,37.038481,-99.776317
478,,active_resurvey,Tyrannidae,Tyrannus,tyrannus,20,June,6,2023,Kansas,Clark,Cimarron River,Kansas: Clark Co.; Cimarron River,Tyrannustyrannus,Tyrannus:tyrannus,37.038481,-99.776317
479,,active_resurvey,Passeridae,Passer,domesticus,20,June,6,2023,Kansas,Clark,Cimarron River,Kansas: Clark Co.; Cimarron River,Passerdomesticus,Passer:domesticus,37.038481,-99.776317
480,,active_resurvey,Passeridae,Passer,domesticus,20,June,6,2023,Kansas,Clark,Cimarron River,Kansas: Clark Co.; Cimarron River,Passerdomesticus,Passer:domesticus,37.038481,-99.776317
481,,active_resurvey,Passeridae,Passer,domesticus,20,June,6,2023,Kansas,Clark,Cimarron River,Kansas: Clark Co.; Cimarron River,Passerdomesticus,Passer:domesticus,37.038481,-99.776317
482,,active_resurvey,Troglodytidae,Troglodytes,aedon,20,June,6,2023,Kansas,Clark,Cimarron River,Kansas: Clark Co.; Cimarron River,Troglodytesaedon,Troglodytes:aedon,37.038481,-99.776317
483,,active_resurvey,Hirundinidae,Petrochelidon,pyrrhonota,20,June,6,2023,Kansas,Clark,Cimarron River,Kansas: Clark Co.; Cimarron River,Petrochelidonpyrrhonota,Petrochelidon:pyrrhonota,37.038481,-99.776317
484,,active_resurvey,Hirundinidae,Petrochelidon,pyrrhonota,20,June,6,2023,Kansas,Clark,Cimarron River,Kansas: Clark Co.; Cimarron River,Petrochelidonpyrrhonota,Petrochelidon:pyrrhonota,37.038481,-99.776317
485,,active_resurvey,Hirundinidae,Petrochelidon,pyrrhonota,20,June,6,2023,Kansas,Clark,Cimarron River,Kansas: Clark Co.; Cimarron River,Petrochelidonpyrrhonota,Petrochelidon:pyrrhonota,37.038481,-99.776317
486,,active_resurvey,Hirundinidae,Petrochelidon,pyrrhonota,20,June,6,2023,Kansas,Clark,Cimarron River,Kansas: Clark Co.; Cimarron River,Petrochelidonpyrrhonota,Petrochelidon:pyrrhonota,37.038481,-99.776317
487,,active_resurvey,Hirundinidae,Petrochelidon,pyrrhonota,20,June,6,2023,Kansas,Clark,Cimarron River,Kansas: Clark Co.; Cimarron River,Petrochelidonpyrrhonota,Petrochelidon:pyrrhonota,37.038481,-99.776317
488,,active_resurvey,Hirundinidae,Petrochelidon,pyrrhonota,20,June,6,2023,Kansas,Clark,Cimarron River,Kansas: Clark Co.; Cimarron River,Petrochelidonpyrrhonota,Petrochelidon:pyrrhonota,37.038481,-99.776317
489,,active_resurvey,Hirundinidae,Petrochelidon,pyrrhonota,20,June,6,2023,Kansas,Clark,Cimarron River,Kansas: Clark Co.; Cimarron River,Petrochelidonpyrrhonota,Petrochelidon:pyrrhonota,37.038481,-99.776317
490,,active_resurvey,Hirundinidae,Petrochelidon,pyrrhonota,20,June,6,2023,Kansas,Clark,Cimarron River,Kansas: Clark Co.; Cimarron River,Petrochelidonpyrrhonota,Petrochelidon:pyrrhonota,37.038481,-99.776317
491,,active_resurvey,Hirundinidae,Petrochelidon,pyrrhonota,20,June,6,2023,Kansas,Clark,Cimarron River,Kansas: Clark Co.; Cimarron River,Petrochelidonpyrrhonota,Petrochelidon:pyrrhonota,37.038481,-99.776317
492,,active_resurvey,Hirundinidae,Petrochelidon,pyrrhonota,20,June,6,2023,Kansas,Clark,Cimarron River,Kansas: Clark Co.; Cimarron River,Petrochelidonpyrrhonota,Petrochelidon:pyrrhonota,37.038481,-99.776317
493,,active_resurvey,Hirundinidae,Petrochelidon,pyrrhonota,20,June,6,2023,Kansas,Clark,Cimarron River,Kansas: Clark Co.; Cimarron River,Petrochelidonpyrrhonota,Petrochelidon:pyrrhonota,37.038481,-99.776317
494,,active_resurvey,Hirundinidae,Petrochelidon,pyrrhonota,20,June,6,2023,Kansas,Clark,Cimarron River,Kansas: Clark Co.; Cimarron River,Petrochelidonpyrrhonota,Petrochelidon:pyrrhonota,37.038481,-99.776317
495,,active_resurvey,Mimidae,Mimus,polyglottos,21,June,6,2023,Kansas,Clark,Cimarron River,Kansas: Clark Co.; Cimarron River,Mimuspolyglottos,Mimus:polyglottos,37.038481,-99.776317
496,,active_resurvey,Passerellidae,Ammodramus,savannarum,21,June,6,2023,Kansas,Clark,Cimarron River,Kansas: Clark Co.; Cimarron River,Ammodramussavannarum,Ammodramus:savannarum,37.038481,-99.776317
16,KT_39060,active_resurvey,Passeridae,Passer,domesticus,20,June,6,2023,Kansas,Clark,Cimarron River,Kansas: Clark Co.; Cimarron River,Passerdomesticus,Passer:domesticus,37.038481,-99.776317
35,KT_39079,active_resurvey,Cardinalidae,Spiza,americana,30,June,6,2023,Kansas,Clark,Cimarron River,Kansas: Clark Co.; Cimarron River,Spizaamericana,Spiza:americana,37.038481,-99.776317
660,KT_39704,active_resurvey,Passeridae,Passer,domesticus,20,June,6,2023,Kansas,Clark,Cimarron River South of Ashland,Kansas: Clark Co.; Cimarron River,Passerdomesticus,Passer:domesticus,37.038481,-99.776317
661,KT_39705,active_resurvey,Passeridae,Passer,domesticus,20,June,6,2023,Kansas,Clark,Cimarron River South of Ashland,Kansas: Clark Co.; Cimarron River,Passerdomesticus,Passer:domesticus,37.038481,-99.776317
104,OT_2024_104,active_resurvey,Icteridae,Agelaius,phoeniceus,16,March,3,2024,Kansas,Cherokee,"Cherokee Lowlands, Chestnutt Wildlife Area",Kansas: Cherokee Co.; Cherokee Lowlands,Agelaiusphoeniceus,Agelaius:phoeniceus,37.03928667,-95.02283512
194,KT_39238,active_resurvey,Cardinalidae,Cardinalis,cardinalis,14,March,3,2024,Kansas,Cherokee,"Cherokee Lowlands, Chestnutt Wildlife Area",Kansas: Cherokee Co.; Cherokee Lowlands,Cardinaliscardinalis,Cardinalis:cardinalis,37.03928667,-95.02283512
195,KT_39239,active_resurvey,Strigidae,Strix,varia,14,March,3,2024,Kansas,Cherokee,"Cherokee Lowlands, Chestnutt Wildlife Area",Kansas: Cherokee Co.; Cherokee Lowlands,Strixvaria,Strix:varia,37.03928667,-95.02283512
196,KT_39240,active_resurvey,Icteridae,Agelaius,phoeniceus,15,March,3,2024,Kansas,Cherokee,"Cherokee Lowlands, Chestnutt Wildlife Area",Kansas: Cherokee Co.; Cherokee Lowlands,Agelaiusphoeniceus,Agelaius:phoeniceus,37.03928667,-95.02283512
197,KT_39241,active_resurvey,Icteridae,Sturnella,magna,15,March,3,2024,Kansas,Cherokee,"Cherokee Lowlands, Chestnutt Wildlife Area",Kansas: Cherokee Co.; Cherokee Lowlands,Sturnellamagna,Sturnella:magna,37.03928667,-95.02283512
198,KT_39242,active_resurvey,Troglodytidae,Thryothorus,ludovicianus,15,March,3,2024,Kansas,Cherokee,"Cherokee Lowlands, Chestnutt Wildlife Area",Kansas: Cherokee Co.; Cherokee Lowlands,Thryothorusludovicianus,Thryothorus:ludovicianus,37.03928667,-95.02283512
199,KT_39243,active_resurvey,Motacillidae,Anthus,rubescens,15,March,3,2024,Kansas,Cherokee,"Cherokee Lowlands, Chestnutt Wildlife Area",Kansas: Cherokee Co.; Cherokee Lowlands,Anthusrubescens,Anthus:rubescens,37.03928667,-95.02283512
200,KT_39244,active_resurvey,Sittidae,Sitta,carolinensis,15,March,3,2024,Kansas,Cherokee,"Cherokee Lowlands, Chestnutt Wildlife Area",Kansas: Cherokee Co.; Cherokee Lowlands,Sittacarolinensis,Sitta:carolinensis,37.03928667,-95.02283512
202,KT_39246,active_resurvey,Passerellidae,Passerella,iliaca,15,March,3,2024,Kansas,Cherokee,"Cherokee Lowlands, Chestnutt Wildlife Area",Kansas: Cherokee Co.; Cherokee Lowlands,Passerellailiaca,Passerella:iliaca,37.03928667,-95.02283512
399,KT_39443,active_resurvey,Paridae,Baeolophus,bicolor,15,March,3,2024,Kansas,Cherokee,"Cherokee Lowlands, Chestnutt Wildlife Area",Kansas: Cherokee Co.; Cherokee Lowlands,Baeolophusbicolor,Baeolophus:bicolor,37.03928667,-95.02283512
400,KT_39444,active_resurvey,Passerellidae,Junco,hyemalis,15,March,3,2024,Kansas,Cherokee,"Cherokee Lowlands, Chestnutt Wildlife Area",Kansas: Cherokee Co.; Cherokee Lowlands,Juncohyemalis,Junco:hyemalis,37.03928667,-95.02283512
401,KT_39445,active_resurvey,Passerellidae,Junco,hyemalis,15,March,3,2024,Kansas,Cherokee,"Cherokee Lowlands, Chestnutt Wildlife Area",Kansas: Cherokee Co.; Cherokee Lowlands,Juncohyemalis,Junco:hyemalis,37.03928667,-95.02283512
402,KT_39446,active_resurvey,Paridae,Baeolophus,bicolor,15,March,3,2024,Kansas,Cherokee,"Cherokee Lowlands, Chestnutt Wildlife Area",Kansas: Cherokee Co.; Cherokee Lowlands,Baeolophusbicolor,Baeolophus:bicolor,37.03928667,-95.02283512
403,KT_39447,active_resurvey,Strigidae,Asio,flammeus,15,March,3,2024,Kansas,Cherokee,"Cherokee Lowlands, Chestnutt Wildlife Area",Kansas: Cherokee Co.; Cherokee Lowlands,Asioflammeus,Asio:flammeus,37.03928667,-95.02283512
404,KT_39448,active_resurvey,Passerellidae,Passerella,iliaca,15,March,3,2024,Kansas,Cherokee,"Cherokee Lowlands, Chestnutt Wildlife Area",Kansas: Cherokee Co.; Cherokee Lowlands,Passerellailiaca,Passerella:iliaca,37.03928667,-95.02283512
416,KT_39460,active_resurvey,Icteridae,Euphagus,cyanocephalus,16,March,3,2024,Kansas,Cherokee,"Cherokee Lowlands, Chestnutt Wildlife Area",Kansas: Cherokee Co.; Cherokee Lowlands,Euphaguscyanocephalus,Euphagus:cyanocephalus,37.03928667,-95.02283512
417,KT_39461,active_resurvey,Icteridae,Molothrus,ater,16,March,3,2024,Kansas,Cherokee,"Cherokee Lowlands, Chestnutt Wildlife Area",Kansas: Cherokee Co.; Cherokee Lowlands,Molothrusater,Molothrus:ater,37.03928667,-95.02283512
419,KT_39463,active_resurvey,Icteridae,Molothrus,ater,16,March,3,2024,Kansas,Cherokee,"Cherokee Lowlands, Chestnutt Wildlife Area",Kansas: Cherokee Co.; Cherokee Lowlands,Molothrusater,Molothrus:ater,37.03928667,-95.02283512
749,KT_39793,active_resurvey,Alaudidae,Eremophila,alpestris,14,March,3,2024,Kansas,Cherokee,"Cherokee Lowlands, Chestnutt Wildlife Area",Kansas: Cherokee Co.; Cherokee Lowlands,Eremophilaalpestris,Eremophila:alpestris,37.03928667,-95.02283512
737,KT_39781,active_resurvey,Icteridae,Agelaius,phoeniceus,16,March,3,2024,Kansas,Cherokee,Chestnutt WMA,Kansas: Cherokee Co.; Cherokee Lowlands,Agelaiusphoeniceus,Agelaius:phoeniceus,37.03928667,-95.02283512
741,KT_39785,active_resurvey,Picidae,Melanerpes,erythrocephalus,14,March,3,2024,Kansas,Cherokee,Chestnutt WMA,Kansas: Cherokee Co.; Cherokee Lowlands,Melanerpeserythrocephalus,Melanerpes:erythrocephalus,37.03928667,-95.02283512
747,KT_39791,active_resurvey,Icteridae,Euphagus,carolinus,14,March,3,2024,Kansas,Cherokee,Chestnutt WMA,Kansas: Cherokee Co.; Cherokee Lowlands,Euphaguscarolinus,Euphagus:carolinus,37.03928667,-95.02283512
748,KT_39792,active_resurvey,Icteridae,Euphagus,carolinus,14,March,3,2024,Kansas,Cherokee,Chestnutt WMA,Kansas: Cherokee Co.; Cherokee Lowlands,Euphaguscarolinus,Euphagus:carolinus,37.03928667,-95.02283512
470,KT_39514,active_resurvey,Passerellidae,Ammodramus,savannarum,28,April,4,2024,Kansas,Comanche,"Ballet Ranch, Cave Creek",Kansas: Comanche & Barber Co.; Aetna,Ammodramussavannarum,Ammodramus:savannarum,37.0651,-98.975143
450,KT_39494,active_resurvey,Troglodytidae,Thryomanes,bewickii,26,April,4,2024,Kansas,Comanche,"Ballet Ranch, Water Canyon/Cave Creek",Kansas: Comanche & Barber Co.; Aetna,Thryomanesbewickii,Thryomanes:bewickii,37.0651,-98.975143
451,KT_39495,active_resurvey,Passerellidae,Aimophila,ruficeps,26,April,4,2024,Kansas,Comanche,"Ballet Ranch, Water Canyon/Cave Creek",Kansas: Comanche & Barber Co.; Aetna,Aimophilaruficeps,Aimophila:ruficeps,37.0651,-98.975143
11,KT_39055,active_resurvey,Caprimulgidae,Chordeiles,minor,3,June,6,2022,Kansas,Comanche,Z-bar Ranch,Kansas: Comanche & Barber Co.; Aetna,Chordeilesminor,Chordeiles:minor,37.0651,-98.975143
442,KT_39486,active_resurvey,Icteridae,Euphagus,cyanocephalus,26,April,4,2024,Kansas,Barber,"Z-bar Ranch, Aetna and Cottage Creek roads",Kansas: Comanche & Barber Co.; Aetna,Euphaguscyanocephalus,Euphagus:cyanocephalus,37.0651,-98.975143
457,KT_39501,active_resurvey,Columbidae,Streptopelia,decaocto,27,April,4,2024,Kansas,Barber,"Z-bar Ranch, Aetna and Cottage Creek roads",Kansas: Comanche & Barber Co.; Aetna,Streptopeliadecaocto,Streptopelia:decaocto,37.0651,-98.975143
467,KT_39511,active_resurvey,Scolopacidae,Limnodromus,scolopaceus,27,April,4,2024,Kansas,Barber,"Z-bar Ranch, big marsh",Kansas: Comanche & Barber Co.; Aetna,Limnodromusscolopaceus,Limnodromus:scolopaceus,37.0651,-98.975143
452,KT_39496,active_resurvey,Icteridae,Euphagus,cyanocephalus,26,April,4,2024,Kansas,Barber,"Z-bar Ranch, Cottage Creek Road, bunkhous",Kansas: Comanche & Barber Co.; Aetna,Euphaguscyanocephalus,Euphagus:cyanocephalus,37.0651,-98.975143
461,KT_39505,active_resurvey,Corvidae,Cyanocitta,cristata,27,April,4,2024,Kansas,Barber,"Z-bar Ranch, Cottage Creek Road, bunkhous",Kansas: Comanche & Barber Co.; Aetna,Cyanocittacristata,Cyanocitta:cristata,37.0651,-98.975143
462,KT_39506,active_resurvey,Corvidae,Cyanocitta,cristata,27,April,4,2024,Kansas,Barber,"Z-bar Ranch, Cottage Creek Road, bunkhous",Kansas: Comanche & Barber Co.; Aetna,Cyanocittacristata,Cyanocitta:cristata,37.0651,-98.975143
463,KT_39507,active_resurvey,Hirundinidae,Hirundo,rustica,27,April,4,2024,Kansas,Barber,"Z-bar Ranch, Cottage Creek Road, bunkhous",Kansas: Comanche & Barber Co.; Aetna,Hirundorustica,Hirundo:rustica,37.0651,-98.975143
445,KT_39489,active_resurvey,Ardeidae,Botaurus,lentiginosus,26,April,4,2024,Kansas,Barber,"Z-bar Ranch, main marsh",Kansas: Comanche & Barber Co.; Aetna,Botauruslentiginosus,Botaurus:lentiginosus,37.0651,-98.975143
446,KT_39490,active_resurvey,Scolopacidae,Phalaropus,tricolor,26,April,4,2024,Kansas,Barber,"Z-bar Ranch, main marsh",Kansas: Comanche & Barber Co.; Aetna,Phalaropustricolor,Phalaropus:tricolor,37.0651,-98.975143
453,KT_39497,active_resurvey,Scolopacidae,Limnodromus,scolopaceus,26,April,4,2024,Kansas,Barber,"Z-bar Ranch, main marsh",Kansas: Comanche & Barber Co.; Aetna,Limnodromusscolopaceus,Limnodromus:scolopaceus,37.0651,-98.975143
458,KT_39502,active_resurvey,Tyrannidae,Tyrannus,tyrannus,27,April,4,2024,Kansas,Barber,"Z-bar Ranch, main marsh",Kansas: Comanche & Barber Co.; Aetna,Tyrannustyrannus,Tyrannus:tyrannus,37.0651,-98.975143
459,KT_39503,active_resurvey,Charadriidae,Charadrius,vociferus,27,April,4,2024,Kansas,Barber,"Z-bar Ranch, main marsh",Kansas: Comanche & Barber Co.; Aetna,Charadriusvociferus,Charadrius:vociferus,37.0651,-98.975143
460,KT_39504,active_resurvey,Charadriidae,Charadrius,vociferus,27,April,4,2024,Kansas,Barber,"Z-bar Ranch, main marsh",Kansas: Comanche & Barber Co.; Aetna,Charadriusvociferus,Charadrius:vociferus,37.0651,-98.975143
443,KT_39487,active_resurvey,Strigidae,Athene,cunicularia,26,April,4,2024,Kansas,Barber,"Z-bar Ranch, main prairie dog town",Kansas: Comanche & Barber Co.; Aetna,Athenecunicularia,Athene:cunicularia,37.0651,-98.975143
444,KT_39488,active_resurvey,Strigidae,Athene,cunicularia,26,April,4,2024,Kansas,Barber,"Z-bar Ranch, main prairie dog town",Kansas: Comanche & Barber Co.; Aetna,Athenecunicularia,Athene:cunicularia,37.0651,-98.975143
464,KT_39508,active_resurvey,Scolopacidae,Phalaropus,tricolor,27,April,4,2024,Kansas,Barber,"Z-bar Ranch, marsh pond",Kansas: Comanche & Barber Co.; Aetna,Phalaropustricolor,Phalaropus:tricolor,37.0651,-98.975143
465,KT_39509,active_resurvey,Scolopacidae,Phalaropus,tricolor,27,April,4,2024,Kansas,Barber,"Z-bar Ranch, marsh pond",Kansas: Comanche & Barber Co.; Aetna,Phalaropustricolor,Phalaropus:tricolor,37.0651,-98.975143
466,KT_39510,active_resurvey,Scolopacidae,Phalaropus,tricolor,27,April,4,2024,Kansas,Barber,"Z-bar Ranch, marsh pond",Kansas: Comanche & Barber Co.; Aetna,Phalaropustricolor,Phalaropus:tricolor,37.0651,-98.975143
468,KT_39512,active_resurvey,Scolopacidae,Bartramia,longicauda,27,April,4,2024,Kansas,Barber,"Z-bar Ranch, pairie dog town",Kansas: Comanche & Barber Co.; Aetna,Bartramialongicauda,Bartramia:longicauda,37.0651,-98.975143
441,KT_39485,active_resurvey,Caprimulgidae,Antrostomus,carolinensis,26,April,4,2024,Kansas,Barber,"Z-bar Ranch, Salt Fork Arkansas River",Kansas: Comanche & Barber Co.; Aetna,Antrostomuscarolinensis,Antrostomus:carolinensis,37.0651,-98.975143
447,KT_39491,active_resurvey,Turdidae,Sialia,sialis,26,April,4,2024,Kansas,Barber,"Z-bar Ranch, Salt Fork Arkansas River",Kansas: Comanche & Barber Co.; Aetna,Sialiasialis,Sialia:sialis,37.0651,-98.975143
448,KT_39492,active_resurvey,Turdidae,Sialia,sialis,26,April,4,2024,Kansas,Barber,"Z-bar Ranch, Salt Fork Arkansas River",Kansas: Comanche & Barber Co.; Aetna,Sialiasialis,Sialia:sialis,37.0651,-98.975143
449,KT_39493,active_resurvey,Troglodytidae,Thryothorus,ludovicianus,26,April,4,2024,Kansas,Barber,"Z-bar Ranch, Salt Fork Arkansas River",Kansas: Comanche & Barber Co.; Aetna,Thryothorusludovicianus,Thryothorus:ludovicianus,37.0651,-98.975143
454,KT_39498,active_resurvey,Polioptilidae,Polioptila,caerulea,27,April,4,2024,Kansas,Barber,"Z-bar Ranch, Salt Fork Arkansas River",Kansas: Comanche & Barber Co.; Aetna,Polioptilacaerulea,Polioptila:caerulea,37.0651,-98.975143
455,KT_39499,active_resurvey,Polioptilidae,Polioptila,caerulea,27,April,4,2024,Kansas,Barber,"Z-bar Ranch, Salt Fork Arkansas River",Kansas: Comanche & Barber Co.; Aetna,Polioptilacaerulea,Polioptila:caerulea,37.0651,-98.975143
456,KT_39500,active_resurvey,Icteridae,Molothrus,ater,27,April,4,2024,Kansas,Barber,"Z-bar Ranch, Salt Fork Arkansas River",Kansas: Comanche & Barber Co.; Aetna,Molothrusater,Molothrus:ater,37.0651,-98.975143
469,KT_39513,active_resurvey,Caprimulgidae,Antrostomus,carolinensis,27,April,4,2024,Kansas,Barber,"Z-bar Ranch, Salt Fork Arkansas River",Kansas: Comanche & Barber Co.; Aetna,Antrostomuscarolinensis,Antrostomus:carolinensis,37.0651,-98.975143
154,,active_resurvey,Passerellidae,Ammodramus,savannarum,2,June,6,2022,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Ammodramussavannarum,Ammodramus:savannarum,37.0651,-98.975143
155,,active_resurvey,Troglodytidae,Thryomanes,bewickii,2,June,6,2022,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Thryomanesbewickii,Thryomanes:bewickii,37.0651,-98.975143
156,,active_resurvey,Accipitridae,Buteo,jamaicensis,3,June,6,2022,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Buteojamaicensis,Buteo:jamaicensis,37.0651,-98.975143
157,,active_resurvey,Tyrannidae,Tyrannus,forficatus,3,June,6,2022,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Tyrannusforficatus,Tyrannus:forficatus,37.0651,-98.975143
158,,active_resurvey,Mimidae,Mimus,polyglottos,3,June,6,2022,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Mimuspolyglottos,Mimus:polyglottos,37.0651,-98.975143
159,,active_resurvey,Icteridae,Sturnella,neglecta,3,June,6,2022,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Sturnellaneglecta,Sturnella:neglecta,37.0651,-98.975143
160,,active_resurvey,Caprimulgidae,Chordeiles,minor,3,June,6,2022,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Chordeilesminor,Chordeiles:minor,37.0651,-98.975143
161,,active_resurvey,Icteridae,Molothrus,ater,3,June,6,2022,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Molothrusater,Molothrus:ater,37.0651,-98.975143
162,,active_resurvey,Picidae,Melanerpes,erythrocephalus,3,June,6,2022,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Melanerpeserythrocephalus,Melanerpes:erythrocephalus,37.0651,-98.975143
163,,active_resurvey,Parulidae,Parkesia,motacilla,3,June,6,2022,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Parkesiamotacilla,Parkesia:motacilla,37.0651,-98.975143
164,,active_resurvey,Passerellidae,Aimophila,ruficeps,3,June,6,2022,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Aimophilaruficeps,Aimophila:ruficeps,37.0651,-98.975143
165,,active_resurvey,Icteridae,Sturnella,magna,3,June,6,2022,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Sturnellamagna,Sturnella:magna,37.0651,-98.975143
166,,active_resurvey,Cardinalidae,Passerina,ciris,3,June,6,2022,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Passerinaciris,Passerina:ciris,37.0651,-98.975143
167,,active_resurvey,Passerellidae,Chondestes,grammacus,3,June,6,2022,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Chondestesgrammacus,Chondestes:grammacus,37.0651,-98.975143
168,,active_resurvey,Cardinalidae,Cardinalis,cardinalis,3,June,6,2022,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Cardinaliscardinalis,Cardinalis:cardinalis,37.0651,-98.975143
169,,active_resurvey,Cardinalidae,Piranga,olivacea,3,June,6,2022,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Pirangaolivacea,Piranga:olivacea,37.0651,-98.975143
